firm,market_id,firm_id,city_id,quarter_id,market_size,cost_shifter,price,share,advertising
"TacoBell",289,2,15,9,278,-.3172907,2.3740678,.071469,1
"McDonalds",290,1,15,10,8826,1.350072,2.743149,.0241719,0
"TacoBell",290,2,15,10,8826,.7511507,2.5061498,.011148,0
"SushiHut",290,3,15,10,8826,-1.138643,2.3245423,.0242642,1
"McDonalds",291,1,15,11,3554,-.8970649,2.4474404,.0481957,1
"TacoBell",291,2,15,11,3554,-1.24054,2.2133808,.0457556,1
"McDonalds",292,1,15,12,4075,-1.244204,2.2491748,.0477972,0
"TacoBell",292,2,15,12,4075,-.6545158,2.1936879,.0306065,0
"SushiHut",292,3,15,12,4075,.7409334,2.5811494,.0295282,1
"McDonalds",293,1,15,13,637,-2.121971,1.7275008,.0568903,1
"TacoBell",293,2,15,13,637,-1.075271,2.2822785,.2431717,1
"McDonalds",294,1,15,14,2984,-.2465427,2.0708747,.005321,0
"TacoBell",294,2,15,14,2984,-.6677878,2.4579864,.0813913,0
"McDonalds",295,1,15,15,719,.2091349,2.3156171,.0122745,0
"TacoBell",295,2,15,15,719,-.313044,2.5696411,.0461154,1
"McDonalds",296,1,15,16,3204,.9242885,2.4812791,.0366129,0
"TacoBell",296,2,15,16,3204,-.0191421,2.3999376,.0511643,1
"SushiHut",296,3,15,16,3204,-.9297805,2.1157681,.0501756,1
"McDonalds",297,1,15,17,680,-1.794429,2.143172,.068383,1
"TacoBell",297,2,15,17,680,3.254465,3.0523331,.0009816,0
"McDonalds",298,1,15,18,1054,1.268919,2.6131101,.0424681,1
"TacoBell",298,2,15,18,1054,.111282,2.4190745,.0754495,0
"McDonalds",299,1,15,19,1460,-.6066511,2.101053,.0411103,1
"TacoBell",299,2,15,19,1460,.6424553,2.3390203,.0317286,0
"SushiHut",299,3,15,19,1460,-1.640588,2.0330609,.0509237,1
"McDonalds",300,1,15,20,7464,.3167616,2.4072335,.0250729,1
"TacoBell",300,2,15,20,7464,-1.238117,2.0895834,.0253235,1
"SushiHut",300,3,15,20,7464,.5830995,2.7548867,.045362,1
"McDonalds",301,1,16,1,1888,.6382771,2.4152825,.0302769,0
"TacoBell",301,2,16,1,1888,-.466893,2.1415062,.0176449,1
"SushiHut",301,3,16,1,1888,-.5746241,2.0949323,.0515039,1
"McDonalds",302,1,16,2,2833,1.191405,2.6371953,.0198371,0
"TacoBell",302,2,16,2,2833,.4680086,2.619617,.0477334,0
"SushiHut",302,3,16,2,2833,.8588305,2.4470821,.0161936,1
"McDonalds",303,1,16,3,3031,.4663828,2.6193166,.0695487,1
"TacoBell",303,2,16,3,3031,-.5011493,2.1712742,.017121,0
"SushiHut",303,3,16,3,3031,.0706478,2.3561388,.0265622,1
"McDonalds",304,1,16,4,676,-.3113383,2.5431745,.0725149,1
"TacoBell",304,2,16,4,676,1.543983,2.5506485,.0016131,0
"McDonalds",305,1,16,5,2859,-.1602173,2.2071488,.0337919,0
"TacoBell",305,2,16,5,2859,1.436241,2.4314919,.0350827,1
"SushiHut",305,3,16,5,2859,-1.986036,2.1034462,.0316025,1
"McDonalds",306,1,16,6,3315,1.343331,2.4476433,.0043145,1
"TacoBell",306,2,16,6,3315,-1.310917,2.2547579,.0701523,1
"SushiHut",306,3,16,6,3315,-1.193296,2.379271,.0884824,1
"McDonalds",307,1,16,7,2002,-.6408931,1.949265,.0216302,0
"TacoBell",307,2,16,7,2002,-1.131058,1.8848737,.0248162,0
"SushiHut",307,3,16,7,2002,-1.448974,2.3019303,.0876361,1
"McDonalds",308,1,16,8,1811,-2.009744,2.1442232,.1245717,0
"TacoBell",308,2,16,8,1811,.9373076,2.5240157,.0088452,1
"SushiHut",308,3,16,8,1811,-1.153741,2.2049433,.0423304,1
"McDonalds",309,1,16,9,2406,-.2576725,2.2662375,.0622811,1
"TacoBell",309,2,16,9,2406,-.3172907,2.2591929,.052554,1
"McDonalds",310,1,16,10,7164,1.350072,2.7914653,.0390076,0
"TacoBell",310,2,16,10,7164,.7511507,2.3369141,.0043445,0
"SushiHut",310,3,16,10,7164,-1.138643,2.2648283,.0331625,1
"McDonalds",311,1,16,11,2576,-.8970649,2.0587802,.0360853,0
"TacoBell",311,2,16,11,2576,-1.24054,2.1986005,.0910037,1
"McDonalds",312,1,16,12,2799,-1.244204,2.2211056,.0541915,1
"TacoBell",312,2,16,12,2799,-.6545158,2.3757272,.0400037,1
"SushiHut",312,3,16,12,2799,.7409334,2.5808004,.0020664,1
"McDonalds",313,1,16,13,2504,-2.121971,2.2416561,.0653955,0
"TacoBell",313,2,16,13,2504,-1.075271,1.9860507,.01829,1
"SushiHut",313,3,16,13,2504,-1.17311,1.9971427,.0135683,1
"McDonalds",314,1,16,14,929,-.2465427,2.6352675,.123069,0
"TacoBell",314,2,16,14,929,-.6677878,1.8689288,.0034464,1
"McDonalds",315,1,16,15,2319,.2091349,2.3958554,.041722,0
"TacoBell",315,2,16,15,2319,-.313044,2.0639408,.0300092,0
"SushiHut",315,3,16,15,2319,.4309022,2.6435987,.0832438,1
"McDonalds",316,1,16,16,9685,.9242885,2.5738103,.0080371,0
"TacoBell",316,2,16,16,9685,-.0191421,2.2937982,.0113905,0
"SushiHut",316,3,16,16,9685,-.9297805,2.5172915,.0465706,1
"McDonalds",317,1,16,17,1742,-1.794429,1.9349537,.0015674,0
"TacoBell",317,2,16,17,1742,3.254465,2.8706448,.0076147,0
"SushiHut",317,3,16,17,1742,-1.517389,2.3968535,.1058703,1
"McDonalds",318,1,16,18,628,1.268919,2.5224187,.0295528,1
"TacoBell",318,2,16,18,628,.111282,2.3568485,.0406992,1
"McDonalds",319,1,16,19,1741,-.6066511,2.155618,.0553134,0
"TacoBell",319,2,16,19,1741,.6424553,2.5167241,.0752943,1
"SushiHut",319,3,16,19,1741,-1.640588,1.981392,.0529294,1
"McDonalds",320,1,16,20,1799,.3167616,2.6024244,.0063847,1
"TacoBell",320,2,16,20,1799,-1.238117,2.379813,.0490615,1
"McDonalds",321,1,17,1,14561,.6382771,2.4629867,.005329,0
"TacoBell",321,2,17,1,14561,-.466893,2.9961276,.0586801,1
"SushiHut",321,3,17,1,14561,-.5746241,2.4083845,.0162074,1
"McDonalds",322,1,17,2,810,1.191405,2.7897639,.0823485,1
"TacoBell",322,2,17,2,810,.4680086,2.4213347,.0267467,0
"McDonalds",323,1,17,3,3616,.4663828,2.4292269,.0163728,0
"TacoBell",323,2,17,3,3616,-.5011493,2.3742063,.0385646,1
"McDonalds",324,1,17,4,3930,-.3113383,2.7050226,.0433634,1
"TacoBell",324,2,17,4,3930,1.543983,2.5055611,.0032201,0
"McDonalds",325,1,17,5,6929,-.1602173,2.2438424,.0182017,0
"TacoBell",325,2,17,5,6929,1.436241,2.6528764,.0077541,1
"SushiHut",325,3,17,5,6929,-1.986036,2.4201107,.0726428,1
"McDonalds",326,1,17,6,3338,1.343331,2.4645298,.003395,0
"TacoBell",326,2,17,6,3338,-1.310917,2.0615091,.0299028,0
"SushiHut",326,3,17,6,3338,-1.193296,2.3152964,.0565475,1
"McDonalds",327,1,17,7,7771,-.6408931,2.1101947,.0034256,1
"TacoBell",327,2,17,7,7771,-1.131058,2.3127747,.0525383,1
"SushiHut",327,3,17,7,7771,-1.448974,2.5125244,.063009,1
"McDonalds",328,1,17,8,1785,-2.009744,1.8923948,.0304726,0
"TacoBell",328,2,17,8,1785,.9373076,2.4628887,.0147105,1
"SushiHut",328,3,17,8,1785,-1.153741,2.2421138,.1071028,1
"McDonalds",329,1,17,9,1347,-.2576725,2.1931157,.0618583,0
"TacoBell",329,2,17,9,1347,-.3172907,2.3221364,.0170334,0
"McDonalds",330,1,17,10,1965,1.350072,2.5778203,.0020635,0
"TacoBell",330,2,17,10,1965,.7511507,2.4765806,.0099517,1
"SushiHut",330,3,17,10,1965,-1.138643,2.2159261,.0741073,1
"McDonalds",331,1,17,11,4330,-.8970649,2.3797066,.0622494,0
"TacoBell",331,2,17,11,4330,-1.24054,2.3418622,.0612499,1
"McDonalds",332,1,17,12,1878,-1.244204,2.2121284,.0710439,1
"TacoBell",332,2,17,12,1878,-.6545158,2.2789464,.0405374,1
"McDonalds",333,1,17,13,1819,-2.121971,2.0397201,.0603355,1
"TacoBell",333,2,17,13,1819,-1.075271,2.3037853,.0613077,1
"McDonalds",334,1,17,14,7054,-.2465427,2.3006229,.0066654,1
"TacoBell",334,2,17,14,7054,-.6677878,2.4682748,.0435625,1
"SushiHut",334,3,17,14,7054,2.187,3.012183,.0531704,1
"McDonalds",335,1,17,15,8133,.2091349,2.5917413,.0394911,1
"TacoBell",335,2,17,15,8133,-.313044,2.1378233,.0019229,0
"SushiHut",335,3,17,15,8133,.4309022,2.6819164,.0387876,1
"McDonalds",336,1,17,16,1875,.9242885,2.5400724,.0044023,0
"TacoBell",336,2,17,16,1875,-.0191421,2.417227,.0389341,0
"SushiHut",336,3,17,16,1875,-.9297805,2.3483498,.0568477,1
"McDonalds",337,1,17,17,4262,-1.794429,1.9871765,.0560706,0
"TacoBell",337,2,17,17,4262,3.254465,2.8451035,.025844,1
"SushiHut",337,3,17,17,4262,-1.517389,2.1771142,.0675753,1
"McDonalds",338,1,17,18,1452,1.268919,2.8938885,.06466,1
"TacoBell",338,2,17,18,1452,.111282,2.2569454,.0292528,1
"McDonalds",339,1,17,19,1448,-.6066511,2.0755548,.0033148,0
"TacoBell",339,2,17,19,1448,.6424553,2.4985821,.0426271,1
"SushiHut",339,3,17,19,1448,-1.640588,2.0019139,.0757625,1
"McDonalds",340,1,17,20,1732,.3167616,2.3554249,.020058,0
"TacoBell",340,2,17,20,1732,-1.238117,1.8719221,.0075623,1
"SushiHut",340,3,17,20,1732,.5830995,2.8673345,.1053244,1
"McDonalds",341,1,18,1,1700,.6382771,2.5099256,.0352719,1
"TacoBell",341,2,18,1,1700,-.466893,2.3163722,.0340974,0
"SushiHut",341,3,18,1,1700,-.5746241,2.0241649,.0001241,1
"McDonalds",342,1,18,2,8940,1.191405,2.6950688,.0032357,0
"TacoBell",342,2,18,2,8940,.4680086,2.6073096,.0257094,1
"SushiHut",342,3,18,2,8940,.8588305,2.7245054,.0380476,1
"McDonalds",343,1,18,3,7006,.4663828,2.3618934,.0103313,0
"TacoBell",343,2,18,3,7006,-.5011493,2.2841928,.0095218,1
"SushiHut",343,3,18,3,7006,.0706478,2.7147858,.0656155,1
"McDonalds",344,1,18,4,4127,-.3113383,2.5123327,.0403612,1
"TacoBell",344,2,18,4,4127,1.543983,2.6926064,.0069479,1
"SushiHut",344,3,18,4,4127,1.985525,2.5725134,.0046513,1
"McDonalds",345,1,18,5,7765,-.1602173,2.3320439,.0229271,1
"TacoBell",345,2,18,5,7765,1.436241,2.5071328,.0007734,0
"SushiHut",345,3,18,5,7765,-1.986036,2.4123016,.0605269,1
"McDonalds",346,1,18,6,1889,1.343331,2.4464815,.0080843,1
"TacoBell",346,2,18,6,1889,-1.310917,2.1120887,.054565,0
"SushiHut",346,3,18,6,1889,-1.193296,2.3163504,.0736979,1
"McDonalds",347,1,18,7,1123,-.6408931,2.0719409,.0060517,0
"TacoBell",347,2,18,7,1123,-1.131058,2.6825819,.2552006,1
"SushiHut",347,3,18,7,1123,-1.448974,1.769155,.0105075,1
"McDonalds",348,1,18,8,965,-2.009744,1.9604414,.0920816,1
"TacoBell",348,2,18,8,965,.9373076,2.4627881,.0490011,0
"McDonalds",349,1,18,9,1316,-.2576725,2.4231226,.0530724,1
"TacoBell",349,2,18,9,1316,-.3172907,2.3709605,.0127452,1
"McDonalds",350,1,18,10,1228,1.350072,2.4420619,.019744,1
"TacoBell",350,2,18,10,1228,.7511507,2.2754161,.0209894,0
"SushiHut",350,3,18,10,1228,-1.138643,2.1351917,.0636633,1
"McDonalds",351,1,18,11,874,-.8970649,2.0187616,.0429102,0
"TacoBell",351,2,18,11,874,-1.24054,2.2417898,.1422501,1
"McDonalds",352,1,18,12,3297,-1.244204,2.4078383,.0670774,1
"TacoBell",352,2,18,12,3297,-.6545158,2.163693,.0294293,0
"McDonalds",353,1,18,13,2159,-2.121971,2.1385872,.1171483,0
"TacoBell",353,2,18,13,2159,-1.075271,2.0693295,.0159422,0
"SushiHut",353,3,18,13,2159,-1.17311,2.0367066,.0080196,1
"McDonalds",354,1,18,14,3033,-.2465427,2.557178,.0510957,1
"TacoBell",354,2,18,14,3033,-.6677878,2.007272,.0156848,0
"McDonalds",355,1,18,15,948,.2091349,2.3089287,.0239015,0
"TacoBell",355,2,18,15,948,-.313044,2.4190321,.1026209,1
"McDonalds",356,1,18,16,3967,.9242885,2.4844341,.0172524,0
"TacoBell",356,2,18,16,3967,-.0191421,2.2542396,.0147625,0
"SushiHut",356,3,18,16,3967,-.9297805,2.1810631,.0436511,1
"McDonalds",357,1,18,17,1235,-1.794429,1.8755449,.081493,1
"TacoBell",357,2,18,17,1235,3.254465,2.8737175,.0001353,0
"SushiHut",357,3,18,17,1235,-1.517389,2.0253501,.0827608,1
"McDonalds",358,1,18,18,1941,1.268919,2.3002589,.0052427,1
"TacoBell",358,2,18,18,1941,.111282,2.7342203,.0789716,1
"McDonalds",359,1,18,19,4790,-.6066511,2.176697,.0040711,1
"TacoBell",359,2,18,19,4790,.6424553,2.58764,.0500863,1
"SushiHut",359,3,18,19,4790,-1.640588,2.2587643,.0785527,1
"McDonalds",360,1,18,20,2963,.3167616,2.3049846,.0049957,1
"TacoBell",360,2,18,20,2963,-1.238117,2.2300949,.0770053,0
"SushiHut",360,3,18,20,2963,.5830995,2.1781058,.0209817,1
"McDonalds",361,1,19,1,1597,.6382771,2.4412241,.0448465,1
"TacoBell",361,2,19,1,1597,-.466893,2.1298099,.0208895,1
"SushiHut",361,3,19,1,1597,-.5746241,2.0154698,.0210234,1
"McDonalds",362,1,19,2,2863,1.191405,2.3128247,.0031129,0
"TacoBell",362,2,19,2,2863,.4680086,2.7419045,.0940703,0
"SushiHut",362,3,19,2,2863,.8588305,2.396033,.0211851,1
"McDonalds",363,1,19,3,3119,.4663828,2.5071599,.0079258,0
"TacoBell",363,2,19,3,3119,-.5011493,2.3391964,.0300764,0
"SushiHut",363,3,19,3,3119,.0706478,2.5013636,.0322138,1
"McDonalds",364,1,19,4,20960,-.3113383,2.3240843,.0128148,0
"TacoBell",364,2,19,4,20960,1.543983,2.8790479,.0075922,1
"SushiHut",364,3,19,4,20960,1.985525,2.9560888,.0173594,1
"McDonalds",365,1,19,5,2781,-.1602173,2.3146515,.0394651,0
"TacoBell",365,2,19,5,2781,1.436241,2.6094067,.0194767,0
"SushiHut",365,3,19,5,2781,-1.986036,1.9892346,.0268382,1
"McDonalds",366,1,19,6,1781,1.343331,2.52565,.007423,1
"TacoBell",366,2,19,6,1781,-1.310917,1.9418947,.0016256,0
"SushiHut",366,3,19,6,1781,-1.193296,2.5837462,.1305013,1
"McDonalds",367,1,19,7,4607,-.6408931,2.802773,.1072918,1
"TacoBell",367,2,19,7,4607,-1.131058,1.8224294,.0042665,1
"SushiHut",367,3,19,7,4607,-1.448974,1.8974368,.0235563,1
"McDonalds",368,1,19,8,4744,-2.009744,2.260571,.0755784,0
"TacoBell",368,2,19,8,4744,.9373076,2.4751554,.0053411,0
"SushiHut",368,3,19,8,4744,-1.153741,2.121111,.0228385,1
"McDonalds",369,1,19,9,1576,-.2576725,2.2698507,.0856077,1
"TacoBell",369,2,19,9,1576,-.3172907,2.2907467,.0707277,1
"McDonalds",370,1,19,10,5129,1.350072,2.8299928,.0264692,0
"TacoBell",370,2,19,10,5129,.7511507,2.2446179,.0016153,0
"SushiHut",370,3,19,10,5129,-1.138643,2.5587073,.0690605,1
"McDonalds",371,1,19,11,2187,-.8970649,2.4322538,.0615544,0
"TacoBell",371,2,19,11,2187,-1.24054,2.0708458,.0048787,1
"McDonalds",372,1,19,12,6243,-1.244204,2.1582847,.0400531,0
"TacoBell",372,2,19,12,6243,-.6545158,2.3276467,.033412,1
"McDonalds",373,1,19,13,1746,-2.121971,2.0214143,.0687819,0
"TacoBell",373,2,19,13,1746,-1.075271,2.131547,.0042806,0
"SushiHut",373,3,19,13,1746,-1.17311,2.0908122,.0506654,1
"McDonalds",374,1,19,14,1936,-.2465427,2.4865851,.0438704,1
"TacoBell",374,2,19,14,1936,-.6677878,2.2335527,.0236356,0
"McDonalds",375,1,19,15,8172,.2091349,2.3726251,.0290619,0
"TacoBell",375,2,19,15,8172,-.313044,2.3183434,.0158221,1
"SushiHut",375,3,19,15,8172,.4309022,2.5987332,.037252,1
"McDonalds",376,1,19,16,3788,.9242885,2.5706823,.0452728,0
"TacoBell",376,2,19,16,3788,-.0191421,2.3917518,.0209038,0
"SushiHut",376,3,19,16,3788,-.9297805,2.2819958,.0649555,1
"McDonalds",377,1,19,17,4650,-1.794429,2.552547,.1039409,1
"TacoBell",377,2,19,17,4650,3.254465,2.8173189,.0032556,0
"SushiHut",377,3,19,17,4650,-1.517389,1.9576074,.0134991,1
"McDonalds",378,1,19,18,3700,1.268919,2.642288,.0192466,1
"TacoBell",378,2,19,18,3700,.111282,2.4586496,.0388478,1
"SushiHut",378,3,19,18,3700,.570506,2.3491449,.014105,1
"McDonalds",379,1,19,19,1190,-.6066511,1.9623027,.0048597,1
"TacoBell",379,2,19,19,1190,.6424553,2.3621697,.009914,0
"SushiHut",379,3,19,19,1190,-1.640588,2.1690322,.1047297,1
"McDonalds",380,1,19,20,2342,.3167616,2.6153185,.0522857,1
"TacoBell",380,2,19,20,2342,-1.238117,2.1805668,.0783669,1
"McDonalds",381,1,20,1,3181,.6382771,2.2565684,.0005647,0
"TacoBell",381,2,20,1,3181,-.466893,2.5607502,.0779507,1
"SushiHut",381,3,20,1,3181,-.5746241,2.353721,.0773899,1
"McDonalds",382,1,20,2,2958,1.191405,2.4900267,.0049787,1
"TacoBell",382,2,20,2,2958,.4680086,2.6895955,.0374702,1
"McDonalds",383,1,20,3,1324,.4663828,2.3803358,.0607061,1
"TacoBell",383,2,20,3,1324,-.5011493,2.2389088,.0715257,0
"McDonalds",384,1,20,4,1767,-.3113383,2.4804106,.0662494,1
"TacoBell",384,2,20,4,1767,1.543983,2.4647913,.024381,0
"McDonalds",385,1,20,5,4557,-.1602173,2.4540415,.019124,0
"TacoBell",385,2,20,5,4557,1.436241,2.5604358,.0032211,0
"SushiHut",385,3,20,5,4557,-1.986036,2.2838983,.0939725,1
"McDonalds",386,1,20,6,2454,1.343331,2.6022964,.0192249,1
"TacoBell",386,2,20,6,2454,-1.310917,1.9186629,.0218735,0
"SushiHut",386,3,20,6,2454,-1.193296,2.2061907,.0634131,1
"McDonalds",387,1,20,7,1158,-.6408931,2.0853229,.0076307,0
"TacoBell",387,2,20,7,1158,-1.131058,2.2645285,.0796778,0
"McDonalds",388,1,20,8,1594,-2.009744,1.9831114,.1097525,1
"TacoBell",388,2,20,8,1594,.9373076,2.4278636,.0110907,1
"SushiHut",388,3,20,8,1594,-1.153741,2.1128152,.0584258,1
"McDonalds",389,1,20,9,1841,-.2576725,2.7585099,.0674382,1
"TacoBell",389,2,20,9,1841,-.3172907,2.3004389,.0018364,1
"McDonalds",390,1,20,10,1961,1.350072,2.4980533,.0063978,1
"TacoBell",390,2,20,10,1961,.7511507,2.5928731,.0120052,0
"SushiHut",390,3,20,10,1961,-1.138643,2.3341127,.0897808,1
"McDonalds",391,1,20,11,1439,-.8970649,2.1327624,.0703588,1
"TacoBell",391,2,20,11,1439,-1.24054,1.9311574,.0423496,1
"McDonalds",392,1,20,12,14882,-1.244204,2.6495097,.0375448,1
"TacoBell",392,2,20,12,14882,-.6545158,2.3752105,.0206155,1
"SushiHut",392,3,20,12,14882,.7409334,2.2909357,.010808,1
"McDonalds",393,1,20,13,2346,-2.121971,2.2296855,.0872168,0
"TacoBell",393,2,20,13,2346,-1.075271,1.898694,.006551,0
"SushiHut",393,3,20,13,2346,-1.17311,2.1880726,.0097298,1
"McDonalds",394,1,20,14,1751,-.2465427,2.3299789,.0236483,0
"TacoBell",394,2,20,14,1751,-.6677878,2.4623954,.0956608,1
"McDonalds",395,1,20,15,7106,.2091349,2.3568935,.0138485,1
"TacoBell",395,2,20,15,7106,-.313044,2.1832161,.0060269,1
"SushiHut",395,3,20,15,7106,.4309022,2.7875409,.0397837,1
"McDonalds",396,1,20,16,1600,.9242885,2.6064847,.0114005,1
"TacoBell",396,2,20,16,1600,-.0191421,2.2173126,.0181519,1
"SushiHut",396,3,20,16,1600,-.9297805,2.2887858,.0788691,1
"McDonalds",397,1,20,17,3855,-1.794429,2.1923509,.0428719,1
"TacoBell",397,2,20,17,3855,3.254465,2.9797866,.0161052,0
"SushiHut",397,3,20,17,3855,-1.517389,2.3751494,.0550942,1
"McDonalds",398,1,20,18,786,1.268919,2.5344448,.0378456,0
"TacoBell",398,2,20,18,786,.111282,2.3637102,.0338141,1
"McDonalds",399,1,20,19,5223,-.6066511,2.2058928,.0208577,0
"TacoBell",399,2,20,19,5223,.6424553,2.3531516,.0108415,0
"SushiHut",399,3,20,19,5223,-1.640588,2.6142139,.0965438,1
"McDonalds",400,1,20,20,2411,.3167616,2.4504678,.0245498,1
"TacoBell",400,2,20,20,2411,-1.238117,2.2956274,.0373121,0
"McDonalds",401,1,21,1,2152,.6382771,2.2254517,.011576,1
"TacoBell",401,2,21,1,2152,-.466893,2.311614,.0243404,0
"SushiHut",401,3,21,1,2152,-.5746241,2.2665018,.047243,1
"McDonalds",402,1,21,2,552,1.191405,2.369633,.0017927,1
"TacoBell",402,2,21,2,552,.4680086,2.642823,.0540799,1
"McDonalds",403,1,21,3,920,.4663828,2.485724,.0080292,0
"TacoBell",403,2,21,3,920,-.5011493,2.4100049,.0531943,0
"McDonalds",404,1,21,4,1682,-.3113383,2.2657137,.0453441,0
"TacoBell",404,2,21,4,1682,1.543983,2.7125595,.0340438,1
"McDonalds",405,1,21,5,11511,-.1602173,2.6090512,.0213375,1
"TacoBell",405,2,21,5,11511,1.436241,2.4169979,.0088699,1
"SushiHut",405,3,21,5,11511,-1.986036,2.3475466,.053711,1
"McDonalds",406,1,21,6,3767,1.343331,2.5107751,.0128456,0
"TacoBell",406,2,21,6,3767,-1.310917,2.1648169,.0715383,0
"SushiHut",406,3,21,6,3767,-1.193296,2.0668816,.0435323,1
"McDonalds",407,1,21,7,2058,-.6408931,2.3635135,.0536942,1
"TacoBell",407,2,21,7,2058,-1.131058,2.1077487,.0236556,1
"SushiHut",407,3,21,7,2058,-1.448974,2.0683914,.0124944,1
"McDonalds",408,1,21,8,3631,-2.009744,2.4605196,.1008567,1
"TacoBell",408,2,21,8,3631,.9373076,2.4961424,.010108,1
"McDonalds",409,1,21,9,1242,-.2576725,2.394594,.0682545,1
"TacoBell",409,2,21,9,1242,-.3172907,2.4398086,.1253869,1
"McDonalds",410,1,21,10,610,1.350072,2.6414866,.019371,0
"TacoBell",410,2,21,10,610,.7511507,2.5971117,.028505,1
"McDonalds",411,1,21,11,1898,-.8970649,2.1580181,.0357944,0
"TacoBell",411,2,21,11,1898,-1.24054,2.0731258,.0265185,0
"McDonalds",412,1,21,12,5035,-1.244204,2.3537657,.0441123,1
"TacoBell",412,2,21,12,5035,-.6545158,2.3051963,.0313423,0
"McDonalds",413,1,21,13,2557,-2.121971,2.1677516,.0900431,1
"TacoBell",413,2,21,13,2557,-1.075271,2.1605647,.0031265,0
"SushiHut",413,3,21,13,2557,-1.17311,2.3273829,.1148839,1
"McDonalds",414,1,21,14,1063,-.2465427,2.144567,.0604776,0
"TacoBell",414,2,21,14,1063,-.6677878,2.0308709,.0630425,1
"McDonalds",415,1,21,15,4722,.2091349,2.4338741,.0214302,1
"TacoBell",415,2,21,15,4722,-.313044,2.2164648,.0080591,0
"SushiHut",415,3,21,15,4722,.4309022,2.6347705,.0357293,1
"McDonalds",416,1,21,16,6461,.9242885,2.5480206,.043366,1
"TacoBell",416,2,21,16,6461,-.0191421,2.1144168,.0169705,1
"SushiHut",416,3,21,16,6461,-.9297805,2.2348985,.0373194,1
"McDonalds",417,1,21,17,1349,-1.794429,2.1427283,.0703688,1
"TacoBell",417,2,21,17,1349,3.254465,2.860518,.0013108,0
"SushiHut",417,3,21,17,1349,-1.517389,2.0010656,.044726,1
"McDonalds",418,1,21,18,15100,1.268919,2.4026206,.0102655,0
"TacoBell",418,2,21,18,15100,.111282,2.4049606,.0112595,1
"SushiHut",418,3,21,18,15100,.570506,3.0536688,.0422015,1
"McDonalds",419,1,21,19,4402,-.6066511,2.2792766,.0212013,0
"TacoBell",419,2,21,19,4402,.6424553,2.3876557,.0002667,0
"SushiHut",419,3,21,19,4402,-1.640588,2.6636565,.1078768,1
"McDonalds",420,1,21,20,1904,.3167616,2.5333705,.0510984,1
"TacoBell",420,2,21,20,1904,-1.238117,1.8936076,.0399312,0
"McDonalds",421,1,22,1,3858,.6382771,2.5874403,.0253437,1
"TacoBell",421,2,22,1,3858,-.466893,2.5452228,.0602949,1
"SushiHut",421,3,22,1,3858,-.5746241,2.0265767,.0220805,1
"McDonalds",422,1,22,2,1901,1.191405,2.6493354,.0716896,1
"TacoBell",422,2,22,2,1901,.4680086,2.3757463,.0117474,0
"SushiHut",422,3,22,2,1901,.8588305,2.5349331,.0422393,1
"McDonalds",423,1,22,3,1968,.4663828,2.3345141,.020234,1
"TacoBell",423,2,22,3,1968,-.5011493,2.3500161,.0957787,0
"SushiHut",423,3,22,3,1968,.0706478,2.3466654,.036704,1
"McDonalds",424,1,22,4,1021,-.3113383,2.1972547,.0356758,0
"TacoBell",424,2,22,4,1021,1.543983,2.7331107,.0495957,0
"McDonalds",425,1,22,5,1178,-.1602173,2.2041686,.0665905,0
"TacoBell",425,2,22,5,1178,1.436241,2.5835924,.0021617,1
"SushiHut",425,3,22,5,1178,-1.986036,1.7697539,.0437465,1
"McDonalds",426,1,22,6,1829,1.343331,2.4656336,.0019608,1
"TacoBell",426,2,22,6,1829,-1.310917,2.2912953,.1148361,1
"SushiHut",426,3,22,6,1829,-1.193296,2.1923418,.0513788,1
"McDonalds",427,1,22,7,1910,-.6408931,2.2138271,.0735214,1
"TacoBell",427,2,22,7,1910,-1.131058,1.9491652,.0133095,0
"SushiHut",427,3,22,7,1910,-1.448974,2.2086176,.0762591,1
"McDonalds",428,1,22,8,2005,-2.009744,1.7306027,.0571814,1
"TacoBell",428,2,22,8,2005,.9373076,2.5207889,.0040929,0
"SushiHut",428,3,22,8,2005,-1.153741,2.2283375,.0996278,1
"McDonalds",429,1,22,9,3363,-.2576725,2.2162406,.022617,0
"TacoBell",429,2,22,9,3363,-.3172907,2.6784062,.0624147,1
"McDonalds",430,1,22,10,967,1.350072,2.4332511,.0005737,1
"TacoBell",430,2,22,10,967,.7511507,2.3560939,.0524685,1
"SushiHut",430,3,22,10,967,-1.138643,2.2581833,.0889186,1
"McDonalds",431,1,22,11,3961,-.8970649,2.1940894,.0398981,1
"TacoBell",431,2,22,11,3961,-1.24054,2.427619,.1015226,1
"McDonalds",432,1,22,12,1988,-1.244204,2.3178728,.1116932,0
"TacoBell",432,2,22,12,1988,-.6545158,2.2168291,.0428364,1
"McDonalds",433,1,22,13,2161,-2.121971,2.0598836,.0374547,0
"TacoBell",433,2,22,13,2161,-1.075271,2.265398,.0434278,0
"McDonalds",434,1,22,14,1428,-.2465427,2.2004921,.0496907,0
"TacoBell",434,2,22,14,1428,-.6677878,2.2752924,.0782088,0
"McDonalds",435,1,22,15,6790,.2091349,2.6706941,.0383916,0
"TacoBell",435,2,22,15,6790,-.313044,2.288394,.0187779,0
"SushiHut",435,3,22,15,6790,.4309022,2.382636,.0184695,1
"McDonalds",436,1,22,16,1914,.9242885,2.2697947,.0056386,1
"TacoBell",436,2,22,16,1914,-.0191421,1.9987719,.0021692,0
